web-scraper-order,web-scraper-start-url,category,category-href,subcate,subcate-href,PRODU,PRODU-href,NAME,UNIDAD,PRECIO,PREC
"1572321761-386","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Setas y Hongos","https://www.tottus.com.pe/tottus/browse/Setas-y-Hongos/cat1260020","","https://www.tottus.com.pe/tottus/product/TOTTUS/Champi%C3%B1on-Entero/41041149?navAction=jump&navCount=188","Champiñon Entero  
										TOTTUS","Envase x 200g","S/ 4.99",""
"1572321902-422","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Alcachofa/10162977?navAction=jump&navCount=242","Alcachofa   
										TOTTUS","Unidad","S/ 3.49",""
"1572322137-478","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pl%C3%A1tano-de-Seda-Extra/40177649?navAction=jump&navCount=364","Plátano de Seda Extra   
										TOTTUS","1.2Kg es aprox. 6un","S/ 2.99","(
      S/ 2.49
    /KG)"
"1572321910-424","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Col-China-Mitad/10164957?navAction=jump&navCount=242","Col China Mitad   
										TOTTUS","Unidad","S/ 5.49",""
"1572321776-389","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Papas, Camotes y otros Tubérculos","https://www.tottus.com.pe/tottus/browse/Papas,-Camotes-y-otros-Tub%C3%A9rculos/cat1260016","","https://www.tottus.com.pe/tottus/product/TOTTUS/Papa-Negra-Andina-Procesada/10496769?navAction=jump&navCount=198","Papa Negra Andina Procesada   
										TOTTUS","1Kg es aprox. 4un","S/ 3.99","(
      S/ 3.99
    /KG)"
"1572322115-471","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Manzana-Nacional/10161800?navAction=jump&navCount=364","Manzana Nacional   
										TOTTUS","440g es aprox. 6un","S/ 2.02","(
      S/ 4.59
    /KG)"
"1572321977-438","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Uvas","https://www.tottus.com.pe/tottus/browse/Uvas/cat1420018","","https://www.tottus.com.pe/tottus/product/TOTTUS/Uva-Thompson-Seedless-Importada/10162933?navAction=jump&navCount=298","Uva Thompson Seedless Importada   
										TOTTUS","Granel","S/ 2.50","(
      S/ 9.99
    /KG)"
"1572321874-414","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Poro/10162047?navAction=jump&navCount=242","Poro   
										TOTTUS","Unidad","S/ 1.59",""
"1572322156-484","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Durazno-Huayco-Extra-Empacado/20034016?navAction=jump&navCount=364","Durazno Huayco Extra Empacado   
										TOTTUS","Envase es aprox. 900g","S/ 13.49","(
      S/ 14.99
    /KG)"
"1572321728-378","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aji-Mirasol/10164435?navAction=jump&navCount=156","Aji Mirasol   
										TOTTUS","50g es aprox. 5un","S/ 1.09","(
      S/ 21.79
    /KG)"
"1572322159-485","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Durazno-Huayco-para-Dulce-Empacado/10182903?navAction=jump&navCount=364","Durazno Huayco para Dulce Empacado  
										TOTTUS","Envase es aprox. 800g","S/ 6.39","(
      S/ 7.99
    /KG)"
"1572321526-325","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Cebollita-China/10164221?navAction=jump&navCount=52","Cebollita China   
										TOTTUS","Unidad","S/ 1.99",""
"1572321607-346","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Hierbas Aromáticas / Infusiones","https://www.tottus.com.pe/tottus/browse/Hierbas-Arom%C3%A1ticas-Infusiones/cat1260022","","https://www.tottus.com.pe/tottus/product/TOTTUS/Albahaca/40354149?navAction=jump&navCount=112","Albahaca   
										TOTTUS","Bolsa x 100g","S/ 4.39",""
"1572321454-304","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Champi%C3%B1on-Entero/41041149?navAction=jump&navCount=12","Champiñon Entero  
										TOTTUS","Envase x 200g","S/ 4.99",""
"1572321514-321","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Berenjena/10162988?navAction=jump&navCount=52","Berenjena   
										TOTTUS","Unidad","S/ 2.89",""
"1572321984-439","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aguaymanto/10162564?navAction=jump&navCount=300","Aguaymanto   
										TOTTUS","330g aprox. Envase","S/ 3.96","(
      S/ 11.99
    /KG)"
"1572322079-462","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pl%C3%A1tano-Biscocho/10162544?navAction=jump&navCount=334","Plátano Biscocho  
										TOTTUS","1Kg es aprox. 10un","S/ 5.59","(
      S/ 5.59
    /KG)"
"1572321639-354","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Verduras-para-Estofado-de-Carne/41076343?navAction=jump&navCount=126","Verduras para Estofado de Carne   
										TOTTUS","Envase x 200g","S/ 6.99",""
